IMG_MOND/center_2018_04_23_14_23_24_113.jpg,IMG_MOND/left_2018_04_23_14_23_24_113.jpg,IMG_MOND/right_2018_04_23_14_23_24_113.jpg,0,0,0,0.0002787058
IMG_MOND/center_2018_04_23_14_23_24_182.jpg,IMG_MOND/left_2018_04_23_14_23_24_182.jpg,IMG_MOND/right_2018_04_23_14_23_24_182.jpg,0,0,0,5.050577E-05
IMG_MOND/center_2018_04_23_14_23_24_251.jpg,IMG_MOND/left_2018_04_23_14_23_24_251.jpg,IMG_MOND/right_2018_04_23_14_23_24_251.jpg,0,0,0,5.44003E-05
IMG_MOND/center_2018_04_23_14_23_24_320.jpg,IMG_MOND/left_2018_04_23_14_23_24_320.jpg,IMG_MOND/right_2018_04_23_14_23_24_320.jpg,0,0,0,6.45749E-05
IMG_MOND/center_2018_04_23_14_23_24_390.jpg,IMG_MOND/left_2018_04_23_14_23_24_390.jpg,IMG_MOND/right_2018_04_23_14_23_24_390.jpg,0,0,0,8.216898E-05
IMG_MOND/center_2018_04_23_14_23_24_459.jpg,IMG_MOND/left_2018_04_23_14_23_24_459.jpg,IMG_MOND/right_2018_04_23_14_23_24_459.jpg,0,0,0,0.0001048557
IMG_MOND/center_2018_04_23_14_23_24_528.jpg,IMG_MOND/left_2018_04_23_14_23_24_528.jpg,IMG_MOND/right_2018_04_23_14_23_24_528.jpg,0,0,0,0.0001179623
IMG_MOND/center_2018_04_23_14_23_24_597.jpg,IMG_MOND/left_2018_04_23_14_23_24_597.jpg,IMG_MOND/right_2018_04_23_14_23_24_597.jpg,0,0,0,0.0001353608
IMG_MOND/center_2018_04_23_14_23_24_667.jpg,IMG_MOND/left_2018_04_23_14_23_24_667.jpg,IMG_MOND/right_2018_04_23_14_23_24_667.jpg,0,0,0,0.000176481
IMG_MOND/center_2018_04_23_14_23_24_736.jpg,IMG_MOND/left_2018_04_23_14_23_24_736.jpg,IMG_MOND/right_2018_04_23_14_23_24_736.jpg,0,0,0,0.000203626
IMG_MOND/center_2018_04_23_14_23_24_805.jpg,IMG_MOND/left_2018_04_23_14_23_24_805.jpg,IMG_MOND/right_2018_04_23_14_23_24_805.jpg,0,0,0,0.0002660987
IMG_MOND/center_2018_04_23_14_23_24_875.jpg,IMG_MOND/left_2018_04_23_14_23_24_875.jpg,IMG_MOND/right_2018_04_23_14_23_24_875.jpg,0,0,0,3.650721E-05
IMG_MOND/center_2018_04_23_14_23_24_946.jpg,IMG_MOND/left_2018_04_23_14_23_24_946.jpg,IMG_MOND/right_2018_04_23_14_23_24_946.jpg,0,0,0,6.162058E-05
IMG_MOND/center_2018_04_23_14_23_25_024.jpg,IMG_MOND/left_2018_04_23_14_23_25_024.jpg,IMG_MOND/right_2018_04_23_14_23_25_024.jpg,0,0.09578061,0,0.006791803
