speed,angle,IMG/image
0.00909098237753,0.0,IMG/image3.jpg
0.310511052608,0.0,IMG/image4.jpg
0.310511052608,0.0,IMG/image5.jpg
0.381885796785,0.0,IMG/image6.jpg
0.381885796785,0.0,IMG/image7.jpg
0.381885796785,0.0,IMG/image8.jpg
0.383871138096,-0.0224342420697,IMG/image9.jpg
0.385856449604,-0.032261248678,IMG/image10.jpg
0.385856449604,-0.032261248678,IMG/image11.jpg
0.385856449604,-0.032261248678,IMG/image12.jpg
0.385856449604,-0.032261248678,IMG/image13.jpg
0.385856449604,-0.032261248678,IMG/image14.jpg
0.385856449604,-0.032261248678,IMG/image15.jpg
0.373963832855,-0.0264589712024,IMG/image16.jpg
0.373963832855,-0.0264589712024,IMG/image17.jpg
0.369993239641,-0.0474343895912,IMG/image18.jpg
0.369993239641,-0.126146167517,IMG/image19.jpg
0.369993239641,-0.126146167517,IMG/image20.jpg
0.369993239641,-0.397787898779,IMG/image21.jpg
0.369993239641,-0.397787898779,IMG/image22.jpg
0.371978551149,-0.366312593222,IMG/image23.jpg
0.369993239641,-0.0611753389239,IMG/image24.jpg
0.369993239641,-0.0611753389239,IMG/image25.jpg
0.371978551149,-0.0266001187265,IMG/image26.jpg
0.371978551149,-0.0266001187265,IMG/image27.jpg
0.371978551149,-0.0266001187265,IMG/image28.jpg
0.369993239641,-0.01640333049,IMG/image29.jpg
0.369993239641,-0.01640333049,IMG/image30.jpg
0.369993239641,-0.01640333049,IMG/image31.jpg
0.369993239641,-0.01640333049,IMG/image32.jpg
0.369993239641,-0.01640333049,IMG/image33.jpg
0.369993239641,-0.01640333049,IMG/image34.jpg
0.369993239641,-0.01640333049,IMG/image35.jpg
0.369993239641,-0.01640333049,IMG/image36.jpg
0.369993239641,-0.01640333049,IMG/image37.jpg
0.369993239641,-0.01640333049,IMG/image38.jpg
0.369993239641,-0.01640333049,IMG/image39.jpg
0.369993239641,-0.01640333049,IMG/image40.jpg
0.369993239641,-0.01640333049,IMG/image41.jpg
0.369993239641,-0.01640333049,IMG/image42.jpg
0.369993239641,-0.01640333049,IMG/image43.jpg
0.369993239641,-0.01640333049,IMG/image44.jpg
0.369993239641,-0.01640333049,IMG/image45.jpg
0.369993239641,-0.01640333049,IMG/image46.jpg
0.369993239641,-0.01640333049,IMG/image47.jpg
0.356115341187,-0.00986766815186,IMG/image48.jpg
0.356115341187,-0.00986766815186,IMG/image49.jpg
0.356115341187,-0.00986766815186,IMG/image50.jpg
0.356115341187,-0.00986766815186,IMG/image51.jpg
0.356115341187,-0.00986766815186,IMG/image52.jpg
0.356115341187,-0.00986766815186,IMG/image53.jpg
0.405690252781,-0.00236292765476,IMG/image54.jpg
0.405690252781,-0.00236292765476,IMG/image55.jpg
0.405690252781,-0.00236292765476,IMG/image56.jpg
0.405690252781,-0.00236292765476,IMG/image57.jpg
0.405690252781,-0.00236292765476,IMG/image58.jpg
0.405690252781,-0.00236292765476,IMG/image59.jpg
0.405690252781,-0.00236292765476,IMG/image60.jpg
0.405690252781,-0.00236292765476,IMG/image61.jpg
0.405690252781,-0.00236292765476,IMG/image62.jpg
0.405690252781,0.0,IMG/image63.jpg
0.405690252781,0.0,IMG/image64.jpg
0.405690252781,0.0,IMG/image65.jpg
0.405690252781,0.0,IMG/image66.jpg
0.405690252781,0.0,IMG/image67.jpg
0.405690252781,0.0,IMG/image68.jpg
0.405690252781,0.0,IMG/image69.jpg
0.405690252781,0.0,IMG/image70.jpg
0.405690252781,0.0,IMG/image71.jpg
0.354130059481,0.0,IMG/image72.jpg
0.354130059481,0.0,IMG/image73.jpg
0.324388921261,0.0,IMG/image74.jpg
0.324388921261,0.0,IMG/image75.jpg
0.324388921261,0.0,IMG/image76.jpg
0.346188783646,0.0,IMG/image77.jpg
0.35214471817,0.0,IMG/image78.jpg
0.35214471817,0.0,IMG/image79.jpg
0.358100652695,0.0,IMG/image80.jpg
0.358100652695,0.0,IMG/image81.jpg
0.358100652695,0.0,IMG/image82.jpg
0.369993239641,0.0,IMG/image83.jpg
0.369993239641,0.0,IMG/image84.jpg
0.369993239641,0.0,IMG/image85.jpg
0.381885796785,0.0,IMG/image86.jpg
0.385856449604,0.00578042026609,IMG/image87.jpg
0.385856449604,0.00578042026609,IMG/image88.jpg
0.385856449604,0.0157290752977,IMG/image89.jpg
0.385856449604,0.00578042026609,IMG/image90.jpg
0.385856449604,0.00578042026609,IMG/image91.jpg
0.385856449604,0.00578042026609,IMG/image92.jpg
0.399734318256,0.00239813444205,IMG/image93.jpg
0.399734318256,0.00239813444205,IMG/image94.jpg
0.441387295723,0.162725538015,IMG/image95.jpg
0.441387295723,0.162725538015,IMG/image96.jpg
0.441387295723,0.179590478539,IMG/image97.jpg
0.441387295723,0.140120834112,IMG/image98.jpg
0.441387295723,0.123051024973,IMG/image99.jpg
0.441387295723,0.123051024973,IMG/image100.jpg
0.441387295723,0.10593546927,IMG/image101.jpg
0.441387295723,0.0887306779623,IMG/image102.jpg
0.441387295723,0.0887306779623,IMG/image103.jpg
0.441387295723,0.0887306779623,IMG/image104.jpg
0.401719629765,0.0722070112824,IMG/image105.jpg
0.401719629765,0.0722070112824,IMG/image106.jpg
0.401719629765,0.0690273940563,IMG/image107.jpg
0.401719629765,0.0690273940563,IMG/image108.jpg
0.401719629765,0.0690273940563,IMG/image109.jpg
0.401719629765,0.0690273940563,IMG/image110.jpg
0.401719629765,0.0690273940563,IMG/image111.jpg
0.401719629765,0.0690273940563,IMG/image112.jpg
0.401719629765,0.0690273940563,IMG/image113.jpg
0.401719629765,0.0690273940563,IMG/image114.jpg
0.401719629765,0.00555216660723,IMG/image115.jpg
0.401719629765,0.0,IMG/image116.jpg
0.401719629765,0.0,IMG/image117.jpg
0.401719629765,0.0,IMG/image118.jpg
0.401719629765,0.0,IMG/image119.jpg
0.401719629765,0.0,IMG/image120.jpg
0.399734318256,0.0,IMG/image121.jpg
0.399734318256,0.0,IMG/image122.jpg
0.399734318256,0.0,IMG/image123.jpg
0.399734318256,0.0,IMG/image124.jpg
