Datasets/IMG_MOND2/center_2018_04_23_14_42_27_229.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_229.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_229.jpg,0,0,0,10.61766
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_295.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_295.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_295.jpg,0,0,0,10.55359
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_369.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_369.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_369.jpg,0,0,0,10.46876
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_442.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_442.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_442.jpg,0,0,0,10.40558
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_515.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_515.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_515.jpg,0,0,0,10.32194
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_586.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_586.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_586.jpg,0,0,0,10.23897
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_658.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_658.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_658.jpg,0,0.06431723,0,10.19269
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_730.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_730.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_730.jpg,0,0.3235202,0,10.30923
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_801.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_801.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_801.jpg,0,0.4952524,0,10.54657
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_873.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_873.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_873.jpg,0,0.7316937,0,11.06729
Datasets/IMG_MOND2/center_2018_04_23_14_42_27_945.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_27_945.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_27_945.jpg,-0.05,0.9673533,0,11.96458
Datasets/IMG_MOND2/center_2018_04_23_14_42_28_015.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_28_015.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_28_015.jpg,-0.2,1,0,12.27239
Datasets/IMG_MOND2/center_2018_04_23_14_42_28_088.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_28_088.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_28_088.jpg,-0.4,1,0,13.30769
Datasets/IMG_MOND2/center_2018_04_23_14_42_28_157.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_28_157.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_28_157.jpg,-0.5500001,1,0,14.05122
Datasets/IMG_MOND2/center_2018_04_23_14_42_28_230.jpg,Datasets/IMG_MOND2/left_2018_04_23_14_42_28_230.jpg,Datasets/IMG_MOND2/right_2018_04_23_14_42_28_230.jpg,-0.7500002,1,0,14.69327
